Product,Image,Brand,Processor,RAM,Hard disk,SSD,Graphic card,Operating system,Resolution,Dimensions(mm),Weight(kg),Battery life,Price
,https://i.gadgets360cdn.com/products/laptops/large/1546455826_635_asus_vivobook-s-s406ua-bm231t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 7th Gen,8GB,256GB,No,,Windows 10,1920x1080 pixels,,1.2,,
"Asus PU451LD-WO103D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i5, Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455330_635_asus_pu451ld-wo103d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5,4GB,500GB,No,,DOS,1920x1080 pixels,328.00 x 40.60 x 7.00,3.36,,"₹ 38,990"
,https://i.gadgets360cdn.com/products/laptops/large/1546456358_635_acer_aspire.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i7 7th Gen 7100U,8GB,1TB,No,Intel HD Graphics 620,Windows 10,1920x1080 pixels,63.50 x 31.00 x 40.60,3.06,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456085_635_acer_chromebook-14-cb3-431-c5fm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core N3160,4GB,32GB,No,Intel HD Graphics 400,Chrome OS,1920x1080 pixels,431.80 x 236.47 x 341.12,1.55,,
"Asus 90NB0BF2-M01540 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455358_635_asus_90nb0bf2-m01540.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5,4GB,1TB,No,,DOS,1920x1080 pixels,296.00 x 50.40 x 6.80,3.25,,"₹ 37,000"
"Asus X540SA-XX386D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455331_635_asus_x540sa-xx386d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,500GB,No,,DOS,1920x1080 pixels,252.00 x 38.10 x 25.00,2.0,,"₹ 22,950"
"Asus E502MA-XX0078T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Pentium, White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455227_635_asus_e502ma-xx0078t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core 8250U,2GB,500GB,No,,Windows 10,1920x1080 pixels,,,6.0,"₹ 22,000"
,https://i.gadgets360cdn.com/products/laptops/large/1546455804_635_asus_p2440uq-xs71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,12GB,512GB,No,,Windows 10,1366x768 pixels,256.54 x 150.00 x 22.86,1.12,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456925_635_asus_vivobook-max-x541na-ys01.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core,4GB,No,128GB,,Windows 10,1920x1080 pixels,381.40 x 251.50 x 27.60,2.0,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456319_635_asus_q325ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 8550U,16GB,No,512GB,Intel HD Graphics 620,Windows 10 Home,1920x1080 pixels,281.94 x 211.00 x 310.00,1.09,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456081_635_acer_travelmate-tmp245-mp-3446.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 4010U,4GB,500GB,No,Intel HD Graphics 4400,Windows 8.1 Professional,1366x768 pixels,342.90 x 243.84 x 25.40,2.1,,
"Asus R558UF-R558U Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",https://i.gadgets360cdn.com/products/laptops/large/1546455367_635_asus_r558uf-r558u.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 6th Gen,8GB,No,No,,Windows 10 Home,,,,4.5,"₹ 45,690"
"Asus X X541UV-DM846D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525205951_635_x541uv-dm846d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 6th Gen,4GB,1TB,No,Intel Integrated HD Graphics,DOS,1920x1080 pixels,252.00 x 381.00 x 28.00,2.0,4.5,"₹ 27,500"
,https://i.gadgets360cdn.com/products/laptops/large/1546456081_635_acer_travelmate-tmp245-mp-3446.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 4010U,4GB,500GB,No,Intel HD Graphics 4400,Windows 8.1 Professional,1366x768 pixels,342.90 x 243.84 x 25.40,2.1,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456705_635_hp_envy-x2-12-g018nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 7th Gen 7Y54,4GB,No,128GB,Intel Integrated HD Graphics 615,Windows 10,1920x1080 pixels,293.12 x 210.31 x 7.87,,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456925_635_asus_vivobook-max-x541na-ys01.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core,4GB,No,128GB,,Windows 10,1920x1080 pixels,381.40 x 251.50 x 27.60,2.0,,
"Asus R558UF-R558U Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",https://i.gadgets360cdn.com/products/laptops/large/1546455367_635_asus_r558uf-r558u.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 6th Gen,8GB,No,No,,Windows 10 Home,,,,4.5,"₹ 45,690"
,https://i.gadgets360cdn.com/products/laptops/large/1546455517_635_asus_rog-strix-gl553vd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 7th Gen,16GB,No,128GB,,Windows 10 Home,1920x1080 pixels,254.00 x 38.40 x 24.00,2.1,,
"Acer TMB118-RN-C6FD Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Celeron, Black, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456462_635_acer_tmb118-rn-c6fd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core N3450,4GB,64GB,No,Intel HD Graphics 500,Windows 10,,291.00 x 211.00 x 23.00,1.53,,"₹ 44,697"
"Asus A553MA-XX648D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455574_635_asus_a553ma-xx648d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,500GB,No,,DOS,1366x768 pixels,252.00 x 38.00 x 25.00,2.2,,"₹ 24,000"
,https://i.gadgets360cdn.com/products/laptops/large/1546454297_635_asus_rog-strix-gl703vm-db74.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 7th Gen 7700HQ,6GB,1TB,No,Nvidia GeForce GTX 1060,Windows 10 Home,1920x1080 pixels,254.00 x 279.40 x 419.10,2.7,,
"Asus X541NA-GO125 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454611_635_asus_x541na-go125.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,1TB,No,,DOS,1920x1080 pixels,251.50 x 38.14 x 27.60,2.0,,"₹ 23,900"
,https://i.gadgets360cdn.com/products/laptops/large/1546455861_635_asus_ux390ua-gs045t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5,8GB,512GB,No,,Windows 10,1920x1080 pixels,,0.9,,
"Dell G5 G5587-7037RED-PUS Laptop (Windows 10, 4GB RAM, 8GB HDD, Intel Core i7, Red, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456335_635_dell_g5-g5587-7037red-pus.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i7 8750H,4GB,No,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,1920x1080 pixels,63.50 x 38.90 x 27.40,2.86,,"₹ 89,999"
,https://i.gadgets360cdn.com/products/laptops/large/1546454620_635_asus_rog-gl752vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,16GB,1TB,No,,Windows 10,1920x1080 pixels,269.00 x 42.20 x 33.00,2.96,,
"Dell Inspiron Pro I3567-5820BLK Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454892_635_dell_inspiron-pro-i3567-5820blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i5 7th Gen 7200,8GB,1TB,No,AMD Radeon R5,Windows 10,1366x768 pixels,,,,"₹ 80,222"
"Asus E202SA-FD012D Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455208_635_asus_e202sa-fd012d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core,2GB,500GB,No,,DOS,1366x768 pixels,193.00 x 297.00 x 21.00,1.2,,"₹ 18,000"
,https://i.gadgets360cdn.com/products/laptops/large/1546456394_635_asus_vivobook-s-s510ua-ds71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 8550U,12GB,No,256GB,,Windows 10,1920x1080 pixels,360.68 x 243.84 x 17.78,,,
"HP Pavilion 15-P097TX Laptop (Windows 8.1, 4GB RAM, Intel Core i5, Aqua Blue, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453445_635_hp_pavilion-15-p097tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,4GB,1TB,No,Nvidia GeForce 940MX,Windows 8.1,1366x768 pixels,,,3.5,"₹ 59,990"
"HP Pavilion 15-CX0141TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455972_635_hp_pavilion-15-cx0141tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,8GB,1TB,No,Nvidia GeForce 940MX,Windows 10,1366x768 pixels,,,3.5,"₹ 78,990"
"Asus ROG Zephyrus S Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456660_635_asus_rog-zephyrus-s.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 8750H,16GB,No,512GB,Nvidia GeForce GTX 1070,Windows 10,1920x1080 pixels,360.00 x 268.00 x 14.95,2.1,,"₹ 299,999"
"HP 15-AC172TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456532_635_hp_15-ac172tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Pentium Dual Core N3825U,4GB,500GB,No,Intel HD Graphics,Windows 10,1366x768 pixels,384.00 x 255.00 x 24.00,2.19,,"₹ 20,990"
"Asus X540SA-XX384T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver & Dark Brown, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455324_635_asus_x540sa-xx384t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,500GB,No,,Windows 10,1920x1080 pixels,252.00 x 381.00 x 25.40,2.1,,"₹ 22,500"
,https://i.gadgets360cdn.com/products/laptops/large/1546456835_635_lenovo_n42-20.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Celeron Dual Core,4GB,No,32GB,,Chrome OS,1366x768 pixels,254.00 x 254.00 x 35.56,2.72,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455582_635_asus_x550ca-xx703d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3,2GB,500GB,No,,DOS,1366x768 pixels,380.00 x 251.00 x 31.70,2.12,,
,https://i.gadgets360cdn.com/products/laptops/large/1546453447_635_dell_inspiron-13z-7731slv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i5 3rd Gen 3317U,8GB,500GB,No,Intel HD Graphics 4400,Windows 8,,20.32 x 347.98 x 9.10,1.7,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455803_635_asus_vivobook-s-s410ua-as51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5,8GB,1TB,No,,Windows 10,1920x1080 pixels,,1.42,,
"HP 15-BW010NR Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Dual Core E2, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456771_635_hp_15-bw010nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,,4GB,500GB,No,,Windows 10,1366x768 pixels,240.00 x 38.00 x 24.00,1.81,,"₹ 41,752"
"Asus C302CA-DHM4 Laptop (Chromebook, 4GB RAM, 64GB HDD, Intel Core m3, Silver, 12.5 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452894_635_asus_c302ca-dhm4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core m3,4GB,64GB,No,,,,211.00 x 30.50 x 33.02,1.2,10.0,"₹ 95,102"
"Asus Zenbook 3 UX390UA-GS039T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Gold, 12.5 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455583_635_asus_zenbook-3-ux390ua-gs039t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,8GB,512GB,No,,Windows 10,1920x1080 pixels,485.14 x 296.00 x 30.48,0.9,,"₹ 87,390"
"Asus Rog G752VY-GB358T Laptop (Windows 10, 64GB RAM, 2000GB HDD, Intel Core i7, Grey, 17.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455858_635_asus_rog-g752vy-gb358t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,64GB,2TB,No,,Windows 10,1920x1080 pixels,,,,"₹ 172,000"
"HP Pavilion 15-CX0020NR Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456653_635_hp_pavilion-15-cx0020nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,8GB,1TB,No,Nvidia GeForce 940MX,Windows 10,1366x768 pixels,,,3.5,"₹ 93,358"
"Asus Zenbook 3 UX390UA-GS039T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Gold, 12.5 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455583_635_asus_zenbook-3-ux390ua-gs039t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,8GB,512GB,No,,Windows 10,1920x1080 pixels,485.14 x 296.00 x 30.48,0.9,,"₹ 87,390"
,https://i.gadgets360cdn.com/products/large/Inspiron-24-5000-AIO-db-1172x800-1569329942.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i3 10th Gen i3-10110U,8GB,,128GB,Intel Integrated UHD Graphics 620,Windows 10,1920x1080 pixels,412.80 x 539.60 x 41.80,5.2,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455992_635_asus_ux430un-gv059t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7 8550U,8GB,512GB,No,GeForce MX150,Windows 10,1920x1080 pixels,,,,
"HP 15-BA042AU Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Sparkling Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455558_635_hp_15-ba042au.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,,4GB,1TB,No,,DOS,1366x768 pixels,,,,"₹ 24,560"
"Asus X540SA-XX384T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver & Dark Brown, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455324_635_asus_x540sa-xx384t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,500GB,No,,Windows 10,1920x1080 pixels,252.00 x 381.00 x 25.40,2.1,,"₹ 22,500"
"Dell Latitude 3160-1333BLK Laptop (4GB RAM, 500GB HDD, Intel Pentium, Black, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454338_635_dell_latitude-3160-1333blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Pentium Dual Core N3700,4GB,500GB,No,,,1366x768 pixels,213.00 x 30.20 x 23.00,1.48,,"₹ 58,728"
,https://i.gadgets360cdn.com/products/laptops/large/1546456723_635_hp_4ak77ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3,4GB,1TB,No,,Windows 10,1920x1080 pixels,246.00 x 37.60 x 23.00,2.08,,
"Asus Vivobook K501UX-FI277T Laptop (Windows 10, 16GB RAM, 256GB HDD, Intel Core i7, Grey, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455557_635_asus_vivobook-k501ux-fi277t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,16GB,256GB,No,,Windows 10,,,,,"₹ 120,000"
"HP AY516TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black)",https://i.gadgets360cdn.com/products/laptops/large/1546455371_635_hp_ay516tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 6th Gen 6200U,4GB,No,No,AMD Radeon R5 M430,DOS,1920x1080 pixels,,,5.0,"₹ 41,999"
,https://i.gadgets360cdn.com/products/laptops/large/1546455793_635_hp_255-g6.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,AMD APU Quad Core A6,4GB,500GB,No,,Windows 10 Home,1920x1080 pixels,254.00 x 38.00 x 24.00,1.86,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456791_635_toshiba_tecra-c50-c.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Toshiba,Intel Core i5,4GB,500GB,No,,Windows 10,1366x768 pixels,242.00 x 380.00 x 33.35,2.3,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455614_635_asus_zx53vw-ah58.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 6th Gen 6300HQ,8GB,512GB,No,Nvidia GeForce GTX 960M,Windows 10,1920x1080 pixels,210.00 x 255.00 x 383.00,2.5,,
,https://i.gadgets360cdn.com/products/laptops/large/1546455803_635_asus_vivobook-s-s410ua-as51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5,8GB,1TB,No,,Windows 10,1920x1080 pixels,,1.42,,
,https://i.gadgets360cdn.com/products/large/lenovo-thinkbook-15-1200x800-1574159395.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,,,,,,Windows 10,1920x1080 pixels,245.00 x 364.00 x 18.90,1.7,12.0,
"HP Pavilion 15-BC407TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Shadow Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456534_635_hp_pavilion-15-bc407tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,8GB,1TB,No,Nvidia GeForce 940MX,Windows 10,1366x768 pixels,,,3.5,"₹ 81,999"
,https://i.gadgets360cdn.com/products/laptops/large/1546456667_635_lenovo_y50.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i7 4700HQ,8GB,1TB,No,Nvidia GeForce GTX 860M,Windows 8.1,1920x1080 pixels,387.00 x 263.00 x 23.00,2.4,,
"Lenovo Lavie Z 360 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Black, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456555_635_lenovo_lavie-z-360.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i7 5th Gen 5500U,8GB,No,256GB,,Windows 10,2560x1440 pixels,363.00 x 284.00 x 6.10,1.66,,"₹ 484,670"
"Asus E200HA-FD0043T Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Gold, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525204143_635_eeebook-e200ha-fd0043t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Atom Quad Core 5th Gen,2GB,,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,193.00 x 286.00 x 18.00,0.98,12.0,"₹ 15,990"
"Asus Rog G752VY-DH72 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver & Copper, 17 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455066_635_asus_rog-g752vy-dh72.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,8GB,1TB,No,,Windows 10,1920x1080 pixels,,,,"₹ 411,369"
,https://i.gadgets360cdn.com/products/laptops/large/1546455672_635_asus_x54c-rb91.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core,4GB,500GB,No,Intel Integrated HD Graphics 3000,,1366x768 pixels,,,,
"Lenovo Yoga 3 Laptop (Windows 8.1, 8GB RAM, 256GB HDD, Intel Core i7, Silver, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454530_635_lenovo_yoga-3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i7,8GB,256GB,No,,Windows 8,1366x768 pixels,,,,"₹ 102,750"
"Asus Vivobook K501UX-FI277T Laptop (Windows 10, 16GB RAM, 256GB HDD, Intel Core i7, Grey, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455557_635_asus_vivobook-k501ux-fi277t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i7,16GB,256GB,No,,Windows 10,,,,,"₹ 120,000"
,https://i.gadgets360cdn.com/products/large/lenovo-thinkbook-14-1200x800-1574159606.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,,,,,,Windows 10,1920x1080 pixels,230.00 x 326.00 x 17.90,1.7,12.0,
,https://i.gadgets360cdn.com/products/laptops/large/1546455102_635_asus_ux305ca-fc075t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,,4GB,256GB,No,Intel Integrated HD Graphics 515,Windows 10,1920x1080 pixels,312.42 x 226.00 x 324.00,1.2,,
"Lenovo LTLE0387B-FBA Laptop (Windows 10, 6GB RAM, 1000GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456760_635_lenovo_ltle0387b-fba.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Pentium Dual Core,6GB,1TB,No,,Windows 10,1366x768 pixels,250.00 x 279.00 x 43.18,,,"₹ 54,685"
,https://i.gadgets360cdn.com/products/laptops/large/1546456451_635_hp_t4m32utaba.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel APU Quad Core N2840,4GB,No,16GB,Intel HD Graphics,Chrome OS,1366x768 pixels,239.78 x 343.92 x 17.78,1.71,8.5,
,https://i.gadgets360cdn.com/products/large/Lenovo-Yoga-9i-DB-709x800-1598941856.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core,,No,512GB,,Windows 10,1920x1080 pixels,200.90 x 318.00 x 13.90,1.26,,
,https://i.gadgets360cdn.com/products/laptops/large/1546456915_635_lenovo_chromebook-300e.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Celeron Dual Core 8173C,4GB,32GB,No,,Chrome OS,1366x768 pixels,292.00 x 204.00 x 21.20,1.35,10.0,
"HP Pavilion X360 15-AB165US Laptop (6GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453636_635_hp_pavilion-x360-15-ab165us.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5,6GB,1TB,No,Nvidia GeForce 940MX,Windows 10 Home,1366x768 pixels,,,3.5,"₹ 62,624"
