Brand,Model,Image,Price,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphic card,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight(kg),Dimensions(mm),Series,Touch Screen,Base Clock Speed,Graphics Processor,Product,Dedicated Graphics,HDMI Port,Battery life,Dedicated Graphic Memory Type,Expandable RAM up to (GB)
Acer,Aspire,https://i.gadgets360cdn.com/products/laptops/large/1546456358_635_acer_aspire.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Black,Windows 10,1TB,,Intel Core i7 7th Gen 7100U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,3.06,63.50 x 31.00 x 40.60,Aspire,,2.4 GHz,Intel HD Graphics 620,,No,Standard,,DDR4,
Acer,ChromeBook 14 CB3-431-C5FM,https://i.gadgets360cdn.com/products/laptops/large/1546456085_635_acer_chromebook-14-cb3-431-c5fm.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,No,White,Chrome OS,32GB,14 CB3-431-C5FM,Intel Celeron Dual Core N3160,Intel HD Graphics 400,No,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.55,431.80 x 236.47 x 341.12,ChromeBook,,1.6 GHz,Intel HD Graphics 400,,No,,,DDR3,
Asus,90NB0BF2-M01540,https://i.gadgets360cdn.com/products/laptops/large/1546455358_635_asus_90nb0bf2-m01540.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 37,000",4GB,15.60-inch,No,Black,DOS,1TB,90NB0BF2-M01540,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,3.25,296.00 x 50.40 x 6.80,,No,,,"Asus 90NB0BF2-M01540 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,Standard,,,
Asus,X540SA-XX386D,https://i.gadgets360cdn.com/products/laptops/large/1546455331_635_asus_x540sa-xx386d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 22,950",4GB,15.60-inch,No,White,DOS,500GB,X540SA-XX386D,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,2,252.00 x 38.10 x 25.00,,No,,,"Asus X540SA-XX386D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, White, 15.6 inch)",,,,,
Asus,E502MA-XX0078T,https://i.gadgets360cdn.com/products/laptops/large/1546455227_635_asus_e502ma-xx0078t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 22,000",2GB,15.60-inch,No,White,Windows 10,500GB,E502MA-XX0078T,Intel Celeron Dual Core 8250U,,,No,1920x1080 pixels,802.11 ac,,,,No,,,"Asus E502MA-XX0078T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Pentium, White, 15.6 inch)",,,6,,32GB
Asus,P2440UQ-XS71,https://i.gadgets360cdn.com/products/laptops/large/1546455804_635_asus_p2440uq-xs71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,12GB,14.00-inch,No,Black,Windows 10,512GB,P2440UQ-XS71,Intel Core i7,,,No,1366x768 pixels,802.11 ac,1.12,256.54 x 150.00 x 22.86,,,,,,,Standard,,,
Asus,VivoBook Max X541NA-YS01,https://i.gadgets360cdn.com/products/laptops/large/1546456925_635_asus_vivobook-max-x541na-ys01.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,128GB,Grey,Windows 10,No,Max X541NA-YS01,Intel Celeron Dual Core,,,No,1920x1080 pixels,802.11 b/g/n/ac,2,381.40 x 251.50 x 27.60,VivoBook,,,,,,Standard,,,
Asus,Q325UA,https://i.gadgets360cdn.com/products/laptops/large/1546456319_635_asus_q325ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,13.30-inch,512GB,Grey,Windows 10 Home,No,Q325UA,Intel Core i7 8550U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.09,281.94 x 211.00 x 310.00,,,,Intel HD Graphics 620,,No,,,,
Acer,TravelMate TMP245-MP-3446,https://i.gadgets360cdn.com/products/laptops/large/1546456081_635_acer_travelmate-tmp245-mp-3446.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,No,Black,Windows 8.1 Professional,500GB,TMP245-MP-3446,Intel Core i3 4010U,Intel HD Graphics 4400,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,342.90 x 243.84 x 25.40,TravelMate,,1.7 GHz,Intel HD Graphics 4400,,No,Standard,,DDR3,
Asus,R558UF-R558U,https://i.gadgets360cdn.com/products/laptops/large/1546455367_635_asus_r558uf-r558u.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 45,690",8GB,15.60-inch,No,Glossy Dark Brown,Windows 10 Home,No,R558UF-R558U,Intel Core i5 6th Gen,,,No,,802.11 b/g/n,,,,No,,,"Asus R558UF-R558U Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",,,4.5,,
Asus,X541UV-DM846D,https://i.gadgets360cdn.com/products/laptops/large/1525205951_635_x541uv-dm846d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 27,500",4GB,15.60-inch,No,Black,DOS,1TB,X541UV-DM846D,Intel Core i3 6th Gen,Intel Integrated HD Graphics,No,,1920x1080 pixels,802.11 ac,2,252.00 x 381.00 x 28.00,X Series,No,,Intel Integrated HD Graphics,"Asus X X541UV-DM846D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",No,,4.5,DDR3,
Acer,TravelMate TMP245-MP-3446,https://i.gadgets360cdn.com/products/laptops/large/1546456081_635_acer_travelmate-tmp245-mp-3446.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,No,Black,Windows 8.1 Professional,500GB,TMP245-MP-3446,Intel Core i3 4010U,Intel HD Graphics 4400,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,342.90 x 243.84 x 25.40,TravelMate,,1.7 GHz,Intel HD Graphics 4400,,No,Standard,,DDR3,
HP,Envy X2 12-G018NR,https://i.gadgets360cdn.com/products/laptops/large/1546456705_635_hp_envy-x2-12-g018nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,12.50-inch,128GB,Black,Windows 10,No,X2 12-G018NR,Intel Core i5 7th Gen 7Y54,Intel Integrated HD Graphics 615,No,No,1920x1080 pixels,802.11 a/b/g/n/ac,,293.12 x 210.31 x 7.87,Envy,,1.2 GHz,Intel Integrated HD Graphics 615,,No,,,DDR3,
Asus,VivoBook Max X541NA-YS01,https://i.gadgets360cdn.com/products/laptops/large/1546456925_635_asus_vivobook-max-x541na-ys01.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,128GB,Grey,Windows 10,No,Max X541NA-YS01,Intel Celeron Dual Core,,,No,1920x1080 pixels,802.11 b/g/n/ac,2,381.40 x 251.50 x 27.60,VivoBook,,,,,,Standard,,,
Asus,R558UF-R558U,https://i.gadgets360cdn.com/products/laptops/large/1546455367_635_asus_r558uf-r558u.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 45,690",8GB,15.60-inch,No,Glossy Dark Brown,Windows 10 Home,No,R558UF-R558U,Intel Core i5 6th Gen,,,No,,802.11 b/g/n,,,,No,,,"Asus R558UF-R558U Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black)",,,4.5,,
Asus,ROG Strix GL553VD,https://i.gadgets360cdn.com/products/laptops/large/1546455517_635_asus_rog-strix-gl553vd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,15.60-inch,128GB,Black,Windows 10 Home,No,GL553VD,Intel Core i7 7th Gen,,,No,1920x1080 pixels,802.11 ac,2.1,254.00 x 38.40 x 24.00,ROG Strix,No,,,,,Standard,,,
Acer,TMB118-RN-C6FD,https://i.gadgets360cdn.com/products/laptops/large/1546456462_635_acer_tmb118-rn-c6fd.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 44,697",4GB,11.60-inch,No,Black,Windows 10,64GB,TMB118-RN-C6FD,Intel Celeron Dual Core N3450,Intel HD Graphics 500,No,No,,802.11 ac,1.53,291.00 x 211.00 x 23.00,,,1.1 GHz,Intel HD Graphics 500,"Acer TMB118-RN-C6FD Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Celeron, Black, 11.6 inch)",No,Standard,,DDR3L,
Asus,A553MA-XX648D,https://i.gadgets360cdn.com/products/laptops/large/1546455574_635_asus_a553ma-xx648d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 24,000",4GB,15.60-inch,No,Black,DOS,500GB,A553MA-XX648D,Intel Pentium Dual Core,,,No,1366x768 pixels,802.11 ac,2.2,252.00 x 38.00 x 25.00,,,,,"Asus A553MA-XX648D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",,Standard,,,
Asus,ROG Strix GL703VM-DB74,https://i.gadgets360cdn.com/products/laptops/large/1546454297_635_asus_rog-strix-gl703vm-db74.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,6GB,17.30-inch,No,Black,Windows 10 Home,1TB,GL703VM-DB74,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 ac,2.7,254.00 x 279.40 x 419.10,ROG Strix,,2.8 GHz,Nvidia GeForce GTX 1060,,,Standard,,,
Asus,X541NA-GO125,https://i.gadgets360cdn.com/products/laptops/large/1546454611_635_asus_x541na-go125.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 23,900",4GB,15.60-inch,No,Silver,DOS,1TB,X541NA-GO125,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,2,251.50 x 38.14 x 27.60,,No,2.5 GHz,,"Asus X541NA-GO125 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",,,,,
Asus,UX390UA-GS045T,https://i.gadgets360cdn.com/products/laptops/large/1546455861_635_asus_ux390ua-gs045t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,12.50-inch,No,Gold,Windows 10,512GB,UX390UA-GS045T,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,0.9,,,,2.5 GHz,,,,,,,8GB
Dell,G5 G5587-7037RED-PUS,https://i.gadgets360cdn.com/products/laptops/large/1546456335_635_dell_g5-g5587-7037red-pus.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 89,999",4GB,15.60-inch,8GB,Red,Windows 10,No,G5 G5587-7037RED-PUS,Intel Core i7 8750H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.86,63.50 x 38.90 x 27.40,,,3.9 GHz,Nvidia GeForce GTX 1050 Ti,"Dell G5 G5587-7037RED-PUS Laptop (Windows 10, 4GB RAM, 8GB HDD, Intel Core i7, Red, 15.6 inch)",,Standard,,DDR4,
Asus,ROG GL752VW,https://i.gadgets360cdn.com/products/laptops/large/1546454620_635_asus_rog-gl752vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,16GB,17.30-inch,No,Grey,Windows 10,1TB,GL752VW,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,2.96,269.00 x 42.20 x 33.00,ROG,No,,,,,,,,
Dell,Inspiron Pro I3567-5820BLK,https://i.gadgets360cdn.com/products/laptops/large/1546454892_635_dell_inspiron-pro-i3567-5820blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 80,222",8GB,15.60-inch,No,Black,Windows 10,1TB,Pro I3567-5820BLK,Intel Core i5 7th Gen 7200,AMD Radeon R5,,No,1366x768 pixels,,,,Inspiron,No,,AMD Radeon R5,"Dell Inspiron Pro I3567-5820BLK Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,DDR4,16GB
Asus,E202SA-FD012D,https://i.gadgets360cdn.com/products/laptops/large/1546455208_635_asus_e202sa-fd012d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 18,000",2GB,11.60-inch,No,Black,DOS,500GB,E202SA-FD012D,Intel Celeron Dual Core,,,No,1366x768 pixels,802.11 ac,1.2,193.00 x 297.00 x 21.00,,No,,,"Asus E202SA-FD012D Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch)",,,,,
Asus,VivoBook S S510UA-DS71,https://i.gadgets360cdn.com/products/laptops/large/1546456394_635_asus_vivobook-s-s510ua-ds71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,12GB,15.60-inch,256GB,Champagne,Windows 10,No,S S510UA-DS71,Intel Core i5 8550U,,,No,1920x1080 pixels,802.11 ac,,360.68 x 243.84 x 17.78,VivoBook,,1.8 GHz,,,,Standard,,DDR4,
HP,Pavilion 15-P097TX,https://i.gadgets360cdn.com/products/laptops/large/1546453445_635_hp_pavilion-15-p097tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 59,990",4GB,15.60-inch,No,Aqua Blue,Windows 8.1,1TB,15-P097TX,Intel Core i5,Nvidia GeForce 940MX,,No,1366x768 pixels,802.11 ac,,,Pavilion,No,,Nvidia GeForce 940MX,"HP Pavilion 15-P097TX Laptop (Windows 8.1, 4GB RAM, Intel Core i5, Aqua Blue, 15.6 inch)",,,3.5,DDR3,
HP,Pavilion 15-CX0141TX,https://i.gadgets360cdn.com/products/laptops/large/1546455972_635_hp_pavilion-15-cx0141tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 78,990",8GB,15.60-inch,No,Black,Windows 10,1TB,15-CX0141TX,Intel Core i5,Nvidia GeForce 940MX,,No,1366x768 pixels,802.11 ac,,,Pavilion,No,,Nvidia GeForce 940MX,"HP Pavilion 15-CX0141TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,3.5,DDR3,
Asus,ROG Zephyrus S,https://i.gadgets360cdn.com/products/laptops/large/1546456660_635_asus_rog-zephyrus-s.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 299,999",16GB,15.60-inch,512GB,Black,Windows 10,No,Zephyrus S,Intel Core i7 8750H,Nvidia GeForce GTX 1070,,No,1920x1080 pixels,802.11 ac,2.1,360.00 x 268.00 x 14.95,ROG,,,Nvidia GeForce GTX 1070,"Asus ROG Zephyrus S Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Black, 15.6 inch)",,Standard,,DDR4,
HP,15-AC172TU,https://i.gadgets360cdn.com/products/laptops/large/1546456532_635_hp_15-ac172tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 20,990",4GB,15.60-inch,No,Silver,Windows 10,500GB,15-AC172TU,Intel Pentium Dual Core N3825U,Intel HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,2.19,384.00 x 255.00 x 24.00,,,1.9 GHz,Intel HD Graphics,"HP 15-AC172TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver, 15.6 inch)",No,Standard,,DDR3,
Asus,X540SA-XX384T,https://i.gadgets360cdn.com/products/laptops/large/1546455324_635_asus_x540sa-xx384t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 22,500",4GB,15.60-inch,No,Black,Windows 10,500GB,X540SA-XX384T,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,2.1,252.00 x 381.00 x 25.40,,No,,,"Asus X540SA-XX384T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver & Dark Brown, 15.6 inch)",,,,,
Lenovo,N42-20,https://i.gadgets360cdn.com/products/laptops/large/1546456835_635_lenovo_n42-20.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,14.00-inch,32GB,Black,Chrome OS,No,N42-20,Intel Celeron Dual Core,,,No,1366x768 pixels,802.11 ac,2.72,254.00 x 254.00 x 35.56,,Yes,,,,,,,DDR3,
Asus,X550CA-XX703D,https://i.gadgets360cdn.com/products/laptops/large/1546455582_635_asus_x550ca-xx703d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,2GB,15.60-inch,No,White,DOS,500GB,X550CA-XX703D,Intel Core i3,,,Yes,1366x768 pixels,802.11 ac,2.12,380.00 x 251.00 x 31.70,,,,,,,Standard,,,
Dell,Inspiron 13Z 7731SLV,https://i.gadgets360cdn.com/products/laptops/large/1546453447_635_dell_inspiron-13z-7731slv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,13.30-inch,No,Silver,Windows 8,500GB,13Z 7731SLV,Intel Core i5 3rd Gen 3317U,Intel HD Graphics 4400,No,No,,802.11 n,1.7,20.32 x 347.98 x 9.10,Inspiron,,1.7 GHz,Intel HD Graphics 4400,,No,,,,
Asus,VivoBook S S410UA-AS51,https://i.gadgets360cdn.com/products/laptops/large/1546455803_635_asus_vivobook-s-s410ua-as51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,14.00-inch,No,Grey,Windows 10,1TB,S S410UA-AS51,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,1.42,,VivoBook,No,,,,,Standard,,,
HP,15-BW010NR,https://i.gadgets360cdn.com/products/laptops/large/1546456771_635_hp_15-bw010nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 41,752",4GB,15.60-inch,No,Black,Windows 10,500GB,15-BW010NR,,,,No,1366x768 pixels,802.11 ac,1.81,240.00 x 38.00 x 24.00,,,,,"HP 15-BW010NR Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Dual Core E2, Black, 15.6 inch)",,Standard,,,
Asus,C302CA-DHM4,https://i.gadgets360cdn.com/products/laptops/large/1546452894_635_asus_c302ca-dhm4.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 95,102",4GB,12.50-inch,No,Silver,,64GB,C302CA-DHM4,Intel Core m3,,,No,,802.11 n/ac,1.2,211.00 x 30.50 x 33.02,,Yes,,,"Asus C302CA-DHM4 Laptop (Chromebook, 4GB RAM, 64GB HDD, Intel Core m3, Silver, 12.5 inch)",,,10,,
Asus,ZenBook 3 UX390UA-GS039T,https://i.gadgets360cdn.com/products/laptops/large/1546455583_635_asus_zenbook-3-ux390ua-gs039t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 87,390",8GB,12.50-inch,No,Gold,Windows 10,512GB,UX390UA-GS039T,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,0.9,485.14 x 296.00 x 30.48,ZenBook 3,No,,,"Asus Zenbook 3 UX390UA-GS039T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Gold, 12.5 inch)",,,,,
Asus,ROG G752VY-GB358T,https://i.gadgets360cdn.com/products/laptops/large/1546455858_635_asus_rog-g752vy-gb358t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 172,000",64GB,17.30-inch,No,Grey,Windows 10,2TB,G752VY-GB358T,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,,,ROG,,,,"Asus Rog G752VY-GB358T Laptop (Windows 10, 64GB RAM, 2000GB HDD, Intel Core i7, Grey, 17.3 inch)",,Standard,,,
HP,Pavilion 15-CX0020NR,https://i.gadgets360cdn.com/products/laptops/large/1546456653_635_hp_pavilion-15-cx0020nr.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 93,358",8GB,15.60-inch,No,Black,Windows 10,1TB,15-CX0020NR,Intel Core i5,Nvidia GeForce 940MX,,No,1366x768 pixels,802.11 ac,,,Pavilion,No,,Nvidia GeForce 940MX,"HP Pavilion 15-CX0020NR Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,3.5,DDR3,
Asus,ZenBook 3 UX390UA-GS039T,https://i.gadgets360cdn.com/products/laptops/large/1546455583_635_asus_zenbook-3-ux390ua-gs039t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 87,390",8GB,12.50-inch,No,Gold,Windows 10,512GB,UX390UA-GS039T,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,0.9,485.14 x 296.00 x 30.48,ZenBook 3,No,,,"Asus Zenbook 3 UX390UA-GS039T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Gold, 12.5 inch)",,,,,
Dell,Inspiron 24 5000 5490 AIO,https://i.gadgets360cdn.com/products/large/Inspiron-24-5000-AIO-db-1172x800-1569329942.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,23.80-inch,128GB,"Gloss Black, Metallic Silver",Windows 10,,5490,Intel Core i3 10th Gen i3-10110U,Intel Integrated UHD Graphics 620,No,,1920x1080 pixels,802.11 a/b/g/n/ac,5.2,412.80 x 539.60 x 41.80,Inspiron 24,Yes,4.1 GHz,Intel Integrated UHD Graphics 620,,No,,,,
Asus,UX430UN-GV059T,https://i.gadgets360cdn.com/products/laptops/large/1546455992_635_asus_ux430un-gv059t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,14.00-inch,No,Grey,Windows 10,512GB,UX430UN-GV059T,Intel Core i7 8550U,GeForce MX150,,No,1920x1080 pixels,,,,,,1.8 GHz,GeForce MX150,,,Standard,,DDR3,8GB
HP,15-BA042AU,https://i.gadgets360cdn.com/products/laptops/large/1546455558_635_hp_15-ba042au.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 24,560",4GB,15.60-inch,No,Black,DOS,1TB,15-BA042AU,,,,No,1366x768 pixels,802.11 ac,,,,No,,,"HP 15-BA042AU Laptop (DOS, 4GB RAM, 1000GB HDD, AMD Sparkling Black, 15.6 inch)",,Standard,,,
Asus,X540SA-XX384T,https://i.gadgets360cdn.com/products/laptops/large/1546455324_635_asus_x540sa-xx384t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 22,500",4GB,15.60-inch,No,Black,Windows 10,500GB,X540SA-XX384T,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,2.1,252.00 x 381.00 x 25.40,,No,,,"Asus X540SA-XX384T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver & Dark Brown, 15.6 inch)",,,,,
Dell,Latitude 3160-1333BLK,https://i.gadgets360cdn.com/products/laptops/large/1546454338_635_dell_latitude-3160-1333blk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 58,728",4GB,11.60-inch,No,Black,,500GB,3160-1333BLK,Intel Pentium Dual Core N3700,,,No,1366x768 pixels,802.11 ac,1.48,213.00 x 30.20 x 23.00,Latitude,,,,"Dell Latitude 3160-1333BLK Laptop (4GB RAM, 500GB HDD, Intel Pentium, Black, 11.6 inch)",,Standard,,,
HP,4AK77UA,https://i.gadgets360cdn.com/products/laptops/large/1546456723_635_hp_4ak77ua.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Silver,Windows 10,1TB,4AK77UA,Intel Core i3,,,No,1920x1080 pixels,802.11 ac,2.08,246.00 x 37.60 x 23.00,,,,,,,Standard,,,
Asus,VivoBook K501UX-FI277T,https://i.gadgets360cdn.com/products/laptops/large/1546455557_635_asus_vivobook-k501ux-fi277t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 120,000",16GB,15.60-inch,No,Grey,Windows 10,256GB,K501UX-FI277T,Intel Core i7,,,No,,802.11 ac,,,VivoBook,,,,"Asus Vivobook K501UX-FI277T Laptop (Windows 10, 16GB RAM, 256GB HDD, Intel Core i7, Grey, 15.6 inch)",,Standard,,DDR3,
HP,AY516TX,https://i.gadgets360cdn.com/products/laptops/large/1546455371_635_hp_ay516tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 41,999",4GB,15.60-inch,No,Black,DOS,No,AY516TX,Intel Core i5 6th Gen 6200U,AMD Radeon R5 M430,,No,1920x1080 pixels,802.11 b/g/n,,,,No,2.3 GHz,AMD Radeon R5 M430,"HP AY516TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black)",,,5,DDR3,
HP,255 G6,https://i.gadgets360cdn.com/products/laptops/large/1546455793_635_hp_255-g6.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,Windows 10 Home,500GB,255 G6,AMD APU Quad Core A6,,,No,1920x1080 pixels,802.11 ac,1.86,254.00 x 38.00 x 24.00,,No,,,,,Standard,,,
Toshiba,Tecra C50-C,https://i.gadgets360cdn.com/products/laptops/large/1546456791_635_toshiba_tecra-c50-c.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,4GB,15.60-inch,No,Black,Windows 10,500GB,C50-C,Intel Core i5,,,No,1366x768 pixels,802.11 ac,2.3,242.00 x 380.00 x 33.35,Tecra,,,,,,Standard,,,
Asus,ZX53VW-AH58,https://i.gadgets360cdn.com/products/laptops/large/1546455614_635_asus_zx53vw-ah58.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Black,Windows 10,512GB,ZX53VW-AH58,Intel Core i5 6th Gen 6300HQ,Nvidia GeForce GTX 960M,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.5,210.00 x 255.00 x 383.00,,,,Nvidia GeForce GTX 960M,,,,,DDR4,
Asus,VivoBook S S410UA-AS51,https://i.gadgets360cdn.com/products/laptops/large/1546455803_635_asus_vivobook-s-s410ua-as51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,14.00-inch,No,Grey,Windows 10,1TB,S S410UA-AS51,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,1.42,,VivoBook,No,,,,,Standard,,,
Lenovo,ThinkBook 15,https://i.gadgets360cdn.com/products/large/lenovo-thinkbook-15-1200x800-1574159395.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,,15.60-inch,,Mineral Gray,Windows 10,,,,,,Yes,1920x1080 pixels,802.11 ac,1.7,245.00 x 364.00 x 18.90,ThinkBook,,,,,,Yes,12,,
HP,Pavilion 15-BC407TX,https://i.gadgets360cdn.com/products/laptops/large/1546456534_635_hp_pavilion-15-bc407tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 81,999",8GB,15.60-inch,No,Shadow Black,Windows 10,1TB,15-BC407TX,Intel Core i5,Nvidia GeForce 940MX,,No,1366x768 pixels,802.11 ac,,,Pavilion,No,,Nvidia GeForce 940MX,"HP Pavilion 15-BC407TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Shadow Black, 15.6 inch)",,,3.5,DDR3,
Lenovo,Y50,https://i.gadgets360cdn.com/products/laptops/large/1546456667_635_lenovo_y50.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,8GB,15.60-inch,No,Black,Windows 8.1,1TB,Y50,Intel Core i7 4700HQ,Nvidia GeForce GTX 860M,,No,1920x1080 pixels,,2.4,387.00 x 263.00 x 23.00,,,2.4 GHz,Nvidia GeForce GTX 860M,,,Standard,,DDR3,
