Product,Image,Brand,Processor,RAM,Hard disk,SSD,Graphic card,Operating system,Resolution,Dimensions(mm),Weight(kg),Battery life,Price
"HP Pavilion X360 13-S102TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver)",https://i.gadgets360cdn.com/products/laptops/large/1525206230_635_pavilion-x360-13-s102tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 6th Gen 6100U,4GB,1TB,No,Intel Integrated HD Graphics 520,Windows 10 Home,1920x1280 pixels,327.40 x 223.60 x 22.50,1.71,9.0,"₹ 44,499"
"Acer Aspire E5-553-T4PT Laptop (Windows 10, 4GB RAM, 1000GB HDD, APU Cuad Core, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525207604_635_aspire-e-15-e5-553-t4pt.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,AMD APU Quad Core A10 7th Gen 9700P,4GB,1TB,No,AMD Radeon R7 M440,Windows 10 Home,1920x1080 pixels,381.60 x 259.00 x 30.20,2.4,6.0,"₹ 29,499"
"HP 15-AY009TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206195_635_pavilion-15-ay009tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 6th Gen 6200U,8GB,1TB,No,AMD Radeon R5 M430,Windows 10 Home,1366x768 pixels,384.30 x 254.60 x 24.30,2.19,4.5,"₹ 46,879"
"HP Omen 15-AX001TX Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206346_635_omen-15-ax001tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i7 6th Gen 6700HQ,4GB,1TB,No,Nvidia GeForce GTX 960M,Windows 10 Home,1920x1080 pixels,382.00 x 253.00 x 24.50,2.03,4.0,"₹ 85,500"
"Acer Aspire E ES1-571 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456088_635_acer_aspire-e-es1-571.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core N3556,4GB,1TB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,381.80 x 258.00 x 27.20,2.4,6.0,"₹ 23,490"
"Acer Travel Mate P2-P238-M Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i5, Black)",https://i.gadgets360cdn.com/products/laptops/large/1525205911_635_travelmate-p2-p238-m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 6th Gen 6200U,8GB,500GB,128GB,Intel HD Graphics 520,Windows 10 Professional,1366x768 pixels,327.00 x 228.00 x 19.65,1.6,8.0,"₹ 49,449"
"Asus Transformer TP300LD Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 10.1 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525201989_635_transformer-book-flip-tp300ld-c4048h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 4th Gen 4210U,4GB,1TB,No,Nvidia GeForce 820M,Windows 8.1,1920x1080 pixels,326.00 x 232.00 x 22.00,1.75,4.5,"₹ 50,699"
"HP Pavilion 15-AB556TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",https://i.gadgets360cdn.com/products/laptops/large/1525206211_635_pavilion-15-ab556tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i7 6th Gen 6500U,4GB,1TB,No,Nvidia GeForce 940M,Windows 10 Home,1920x1080 pixels,384.50 x 261.10 x 25.20,2.09,4.0,"₹ 72,500"
"HP Envy D014TU Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Silver)",https://i.gadgets360cdn.com/products/laptops/large/1525206084_635_envy-13-d014tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i7 6th Gen I7 6500U,8GB,No,256GB,Intel Integrated HD Graphics 520,Windows 10 Home,1920x1080 pixels,326.30 x 226.00 x 12.90,1.3,6.0,"₹ 79,990"
"Asus X553MA-SX858D Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525202013_635_sx858d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Quad Core 4th Gen N2940,2GB,500GB,No,Intel Integrated HD Graphics,DOS,1366x768 pixels,380.00 x 251.00 x 30.90,2.6,3.5,"₹ 19,399"
"Dell Inspiron 7568 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206061_635_inspiron-7000-7568.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i7 6th Gen 6500U,8GB,1TB,No,Intel HD Graphics,Windows 10,1080x1920 pixels,381.90 x 252.50 x 20.30,2.25,4.5,"₹ 73,588"
"Asus XX232D-A555L Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Glossy Gradient Red, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525201927_635_a555lf-xx232d-a555l.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 4th Gen 4005U,4GB,1TB,No,Nvidia GeForce 930M,DOS,1366x768 pixels,382.00 x 256.00 x 25.80,2.3,4.0,"₹ 29,500"
"HP Pavilion X360 11-U107TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525207789_635_pavilion-11-u107tu-x360.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 7th Gen 7100U,4GB,1TB,No,Intel Integrated HD Graphics 620,Windows 10 Home,1366x768 pixels,306.00 x 208.00 x 19.30,1.41,5.0,"₹ 46,487"
"HP 14-AM090TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525204273_635_pavilion-14-am090tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 5th Gen 5005U,4GB,1TB,No,Intel HD Graphics 5500,Windows 10,1366x768 pixels,34.54 x 241.50 x 23.90,1.94,5.5,"₹ 31,990"
"Acer Aspire E ES1-571 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456088_635_acer_aspire-e-es1-571.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core N3556,4GB,1TB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,381.80 x 258.00 x 27.20,2.4,6.0,"₹ 23,490"
"HP 14-AM020TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525204309_635_14-am020tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 5th Gen 5005U,4GB,1TB,No,Intel HD Graphics 5500,Windows 10 Home,1366x768 pixels,345.40 x 241.50 x 23.90,1.94,6.0,"₹ 29,990"
"Dell Inspiron 5558 Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525204203_635_inspiron-5558.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i3 5th Gen 5005U,4GB,1TB,No,Intel Integrated HD Graphics 520,Windows 10 Home,1366x768 pixels,380.00 x 260.40 x 23.80,2.4,7.0,"₹ 33,900"
"Acer Aspire E E15-E5-573G Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455147_635_acer_aspire-e-e15-e5-573g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 5th Gen 5500U,8GB,No,No,Nvidia GeForce 920M,Linux,1920x1080 pixels,381.60 x 256.00 x 29.20,2.4,5.0,"₹ 57,299"
"Lenovo Ideapad 500 Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206356_635_ideapad-500.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i5 6th Gen 6200U,6GB,500GB,No,Intel HD Graphics 520,Windows 10 Home,1920x1080 pixels,384.00 x 265.00 x 24.60,2.3,4.0,"₹ 46,990"
"HP Pavilion 15-AU003TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455344_635_hp_pavilion-15-au003tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 6th Gen 6200U,8GB,1TB,No,Nvidia GeForce 940MX,Windows 10,1366x768 pixels,383.00 x 243.00 x 22.50,2.0,3.5,"₹ 48,990"
"Asus A540LA-XX039D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black)",https://i.gadgets360cdn.com/products/laptops/large/1525201972_635_a540la-xx039d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 4th Gen 4005U,4GB,1TB,No,Intel Integrated HD Graphics 4400,Windows 10 Home,1366x768 pixels,381.40 x 251.50 x 27.20,1.9,4.5,"₹ 25,999"
"HP 15-AY503TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206269_635_15-ay503tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 6th Gen 6200U,4GB,1TB,No,Intel Integrated HD Graphics 4400,Windows 10 Home,1366x768 pixels,384.30 x 254.60 x 24.30,2.19,6.0,"₹ 38,490"
"Asus X541UV-XO029D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206038_635_x541uv-xo029d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 6th Gen 6198DU,4GB,1TB,No,Nvidia GeForce 920MX,DOS,1366x768 pixels,252.00 x 381.00 x 28.00,2.0,6.0,"₹ 32,299"
"Asus Zenbook UX310UQ-GL477T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Gold, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206430_635_zenbook-ux310uq-gl477tux310u.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 6th Gen 6200U,4GB,No,512GB,Nvidia GeForce 940MX,Windows 10 Home,1080x1920 pixels,323.00 x 223.00 x 18.40,1.4,5.5,"₹ 71,490"
"Lenovo Essential G500 59-382995 Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i3, Black)",https://i.gadgets360cdn.com/products/laptops/large/1525200137_635_essential-g500-59-382995.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i3 3rd Gen 3120M,4GB,500GB,No,Nvidia GeForce 720M,Windows 8 Professional,1366x768 pixels,380.00 x 260.00 x 25.80,2.5,3.0,"₹ 42,060"
"Acer Aspire E ES-15 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456131_635_acer_aspire-e-es-15.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6100U,4GB,1TB,No,Intel Integrated HD Graphics 520,Windows 10,1366x768 pixels,381.80 x 258.00 x 24.60,2.4,6.5,"₹ 23,552"
"Dell Inspiron 5000 5558 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525204192_635_inspiron-5000-5558.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i5 5th Gen 5500U,8GB,1TB,No,Intel Integrated HD Graphics,Ubuntu,1366x768 pixels,380.00 x 260.40 x 23.80,2.32,4.0,"₹ 31,500"
"Lenovo G50 80 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525204172_635_g50-80.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i5 5th Gen 5200U,4GB,1TB,No,AMD Radeon R5 M330,Windows 10 Home,1366x768 pixels,518.00 x 328.00 x 58.00,3.2,4.0,"₹ 25,600"
"Acer Aspire E E5-576 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456794_635_acer_aspire-e-e5-576.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel Integrated HD Graphics 520,Windows 10,1366x768 pixels,381.60 x 259.00 x 23.90,2.23,10.0,"₹ 29,999"
"Acer Aspire One 14 Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456785_635_acer_aspire-one.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core 5005U,4GB,32GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,341.80 x 240.00 x 29.20,2.3,4.5,"₹ 16,200"
"Acer Aspire E ES1-572 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456087_635_acer_aspire-e-es1-572.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,500GB,No,Intel Integrated HD Graphics,Linux,1366x768 pixels,381.80 x 258.00 x 24.60,2.4,6.5,"₹ 26,999"
"MSI GL62M Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black)",https://i.gadgets360cdn.com/products/laptops/large/1546453088_635_msi_gl62m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,MSI,Intel Core i7 7th Gen 7700HQ,16GB,1TB,No,Nvidia GeForce GTX 1050,Windows 10,1920x1080 pixels,383.00 x 260.00 x 22.00,2.1,4.0,"₹ 79,900"
"Asus X X553MA-BING-SX526B Laptop (Windows 8.1, 2GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525202006_635_x553ma-bing-sx526b.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Quad Core 4th Gen N3540,2GB,500GB,No,Intel Integrated HD Graphics,Windows 8.1,1366x768 pixels,280.00 x 250.00 x 25.00,2.7,3.0,"₹ 20,800"
"Asus A555LF-XO371T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Silver & Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525203928_635_a555lf-xo371t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 5th Gen 5010U,8GB,1TB,No,Nvidia GeForce 930M,Windows 10 Home,1366x768 pixels,382.00 x 256.00 x 26.00,2.3,3.5,"₹ 39,000"
"Acer Aspire E15 E5-576 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Obsidian Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456106_635_acer_aspire-e-e15-e5-576.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel HD Graphics,Windows 10,1366x768 pixels,381.60 x 259.00 x 23.90,2.23,10.0,"₹ 34,990"
"Acer Aspire E ES1-572-36YW Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525205901_635_aspire-es-es1-572-36yw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,500GB,No,Intel Integrated HD Graphics 4400,Windows 10 Home,1366x768 pixels,381.80 x 258.00 x 24.60,2.4,6.5,"₹ 28,950"
"Acer Aspire R3 131T-P9J9 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Sky Blue, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452976_635_acer_aspire-r3-131t-p9j9.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core N3710,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,298.00 x 211.00 x 20.90,1.58,8.0,"₹ 28,000"
"Acer Aspire E E5-576 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456794_635_acer_aspire-e-e5-576.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel Integrated HD Graphics 520,Windows 10,1366x768 pixels,381.60 x 259.00 x 23.90,2.23,10.0,"₹ 29,999"
"Acer Aspire One Z1402-32BJ Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525203899_635_aspire-one-z1402-32bj.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 5th Gen 5005U,4GB,500GB,No,Intel Integrated HD Graphics 5000,Linux,1366x768 pixels,341.80 x 240.00 x 29.20,2.3,4.5,"₹ 26,550"
"Lenovo Ideapad 500S Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Silver, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206367_635_ideapad-500s-500s-14isk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i5 6th Gen 6200U,4GB,1TB,No,Nvidia GeForce 920A,Windows 10 Home,1920x1080 pixels,340.00 x 24.00 x 19.50,1.68,6.0,"₹ 48,950"
"MSI GL62M Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black)",https://i.gadgets360cdn.com/products/laptops/large/1546453088_635_msi_gl62m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,MSI,Intel Core i7 7th Gen 7700HQ,16GB,1TB,No,Nvidia GeForce GTX 1050,Windows 10,1920x1080 pixels,383.00 x 260.00 x 22.00,2.1,4.0,"₹ 79,900"
"Apple Macbook Air MJVM2HN/A Laptop (Mac, 4GB RAM, 128GB HDD, Intel Core i5, Silver, 11.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1525203907_635_macbook-air-mjvm2hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 5th Gen 5250U,4GB,No,128GB,Nvidia GeForce 920M,macOS,1366x768 pixels,300.00 x 192.00 x 17.00,1.08,10.0,"₹ 65,900"
"Acer Aspire E ES1-572 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456087_635_acer_aspire-e-es1-572.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,500GB,No,Intel Integrated HD Graphics,Linux,1366x768 pixels,381.80 x 258.00 x 24.60,2.4,6.5,"₹ 26,999"
"Acer Aspire ES1-572-366K Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456282_635_acer_aspire-e-es1-572-366k.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel HD Graphics,Windows 10,1366x768 pixels,246.00 x 38.10 x 25.80,2.4,6.5,"₹ 34,788"
"Acer Aspire E15 E5-576 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Obsidian Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456106_635_acer_aspire-e-e15-e5-576.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel HD Graphics,Windows 10,1366x768 pixels,381.60 x 259.00 x 23.90,2.23,10.0,"₹ 34,990"
"Acer Aspire R3 131T-P9J9 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Sky Blue, 11.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452976_635_acer_aspire-r3-131t-p9j9.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core N3710,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,298.00 x 211.00 x 20.90,1.58,8.0,"₹ 28,000"
"Dell Inspiron 3521 Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525200126_635_inspiron-15-3521.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Dell,Intel Core i3 3rd Gen 3217U,4GB,500GB,No,Intel Integrated HD Graphics,Windows 8,1366x768 pixels,376.00 x 259.00 x 31.30,2.25,8.0,"₹ 22,990"
"Acer Aspire E E1-ES1 Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455388_635_acer_aspire-e-e1-es1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,AMD APU Dual Core E1 7th Gen 7010,4GB,500GB,No,AMD Radeon R2,Windows 10 Home,1366x768 pixels,381.80 x 258.00 x 24.60,2.4,4.5,"₹ 18,990"
"Acer Aspire One 14 Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456785_635_acer_aspire-one.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Celeron Dual Core 5005U,4GB,32GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,341.80 x 240.00 x 29.20,2.3,4.5,"₹ 16,200"
"Asus Zenbook UX360CA-C4080T Laptop (Windows 10, 4GB RAM, 512GB HDD, Intel Core m3, Black, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206028_635_zenbook-flip-ux360ca-c4080t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core m3 6th Gen M6Y30,4GB,No,512GB,Intel Integrated HD Graphics 515,Windows 10 Home,1920x1080 pixels,323.00 x 220.00 x 13.90,1.3,10.0,"₹ 54,000"
"Lenovo G40 45 Laptop (DOS, 8GB RAM, 1000GB HDD, AMD Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206429_635_g40-45.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,AMD APU Quad Core A8 6th Gen A8 6410,8GB,1TB,No,AMD Radeon Exo Pro R5 M330,DOS,1366x768 pixels,384.00 x 265.00 x 25.00,2.5,4.0,"₹ 28,500"
"Acer Aspire E E1-572-6870 Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455033_635_acer_aspire-e-e1-572-6870.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 3217U,4GB,500GB,No,Nvidia GeForce 740M,Windows 8,1366x768 pixels,381.60 x 256.00 x 25.30,2.35,4.0,"₹ 48,059"
"Acer Aspire E ES1-572-38CY Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455205_635_acer_aspire-e-es1-572-38cy.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6006U,4GB,1TB,No,Intel Integrated HD Graphics 520,Linux,1366x768 pixels,381.80 x 258.00 x 24.60,2.4,6.5,"₹ 26,990"
"Asus X555LA-XX172D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525202009_635_x555la-xx172d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 4th Gen 4030U,4GB,500GB,No,Intel Integrated HD Graphics 4400,DOS,1366x768 pixels,382.00 x 256.00 x 25.80,2.3,4.0,"₹ 25,899"
"Acer Aspire E E5-575-3203 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454492_635_acer_aspire-e-e5-575-3203.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,No,No,Intel Integrated HD Graphics,Linux,1366x768 pixels,381.60 x 259.00 x 30.20,2.23,5.0,"₹ 25,490"
"HP 15-AY516TX Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Turbo Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525206184_635_15-ay516tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i5 6th Gen 6200U,4GB,1TB,No,Intel HD Graphics 520,DOS,1920x1080 pixels,384.30 x 254.60 x 24.30,2.19,5.0,"₹ 43,799"
"Asus K401UB-FR018T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 14.1 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525205919_635_k401ub-r018t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 6th Gen 6200,8GB,1TB,24GB,Nvidia GeForce 940M,Windows 10 Home,1920x1080 pixels,209.00 x 343.00 x 24.10,1.65,4.5,"₹ 57,999"
"Acer Aspire E E5-575-3203 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454492_635_acer_aspire-e-e5-575-3203.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,No,No,Intel Integrated HD Graphics,Linux,1366x768 pixels,381.60 x 259.00 x 30.20,2.23,5.0,"₹ 25,490"
"Acer Aspire ES1-572-366K Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456282_635_acer_aspire-e-es1-572-366k.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel HD Graphics,Windows 10,1366x768 pixels,246.00 x 38.10 x 25.80,2.4,6.5,"₹ 34,788"
"Lenovo B50 70 Laptop (Windows 8, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525202386_635_b50-70.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Lenovo,Intel Core i5 4th Gen 4200U,8GB,1TB,No,AMD Radeon R5 M230,Windows 8 Professional,1366x768 pixels,380.00 x 262.00 x 24.70,2.32,6.0,"₹ 52,490"
