Product,Image,Brand,Processor,RAM,Hard disk,SSD,Graphic card,Operating system,Resolution,Dimensions(mm),Weight(kg),Battery life,Price
"Acer One 14 Z422 Laptop (Linux, 4GB RAM, 500GB HDD, AMD Black, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454399_635_acer_one-14-z422.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,AMD Pentium Quad Core N3700,4GB,500GB,No,Intel Integrated HD Graphics,Linux,1366x768 pixels,340.60 x 235.80 x 20.90,1.8,4.5,"₹ 18,199"
"Asus UX360CA-C4150T Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core m3, Silver, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525207682_635_zenbook-ux360ca-c4150t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core m3 7th Gen M37Y30,4GB,No,128GB,Intel Integrated HD Graphics,Windows 10 Home,1920x1080 pixels,323.00 x 220.00 x 13.90,1.3,5.0,"₹ 50,990"
"HP 240 G3 Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525202311_635_240-g3.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 4th Gen,4GB,1TB,No,Intel Integrated HD Graphics 4000,DOS,1366x768 pixels,345.00 x 244.00 x 25.00,1.9,4.5,"₹ 26,550"
"Micromax Neo LPQ61407W Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454451_635_micromax_neo-lpq61407w.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Micromax,Intel Pentium Dual Core N3700,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,340.00 x 235.00 x 19.00,1.6,6.0,"₹ 20,199"
"Micromax Neo LPQ61407W Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454451_635_micromax_neo-lpq61407w.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Micromax,Intel Pentium Dual Core N3700,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,340.00 x 235.00 x 19.00,1.6,6.0,"₹ 20,199"
"HP 245 G5-2EB92PA Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Black, 14 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453697_635_hp_245-g5-2eb92pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,AMD APU Dual Core A4 3350B,4GB,500GB,No,AMD Radeon R4,Windows 10,1366x768 pixels,345.40 x 241.50 x 23.90,1.8,4.0,"₹ 23,849"
"Asus X X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454165_635_asus_x-x541na-go125t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core 7th Gen,4GB,No,No,Intel Integrated HD Graphics,Windows 10 Home,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 22,990"
"Apple Macbook Air Z0UV0HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core i5, Silver, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455908_635_apple_macbook-air-z0uv0hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 5th Gen,8GB,No,512GB,Intel Integrated HD Graphics,macOS,1440x900 pixels,325.00 x 227.00 x 17.00,1.35,12.0,"₹ 124,500"
"Acer One 14 Z476 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454439_635_acer_one-14-z476.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 N3700,4GB,1TB,No,Intel Integrated HD Graphics,DOS,1366x768 pixels,340.60 x 235.80 x 20.90,1.8,4.5,"₹ 26,750"
"Apple Macbook Pro MR932HN/A Laptop (Mac, 4GB RAM, 256GB HDD, Intel Core i7, Space Grey, 15.4 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456034_635_apple_macbook-pro-mr932hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i7 8th Gen,16GB,No,256GB,Radeon Pro 555,macOS,2880x1800 pixels,349.30 x 240.70 x 15.50,1.83,10.0,"₹ 187,990"
"Apple Macbook Pro MPXR2HN/A Laptop (Mac, 8GB RAM, 128GB HDD, Intel Core i5, Silver, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525207629_635_macbook-pro-mpxr2hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 7th Gen,8GB,No,128GB,Intel Integrated Iris Plus Graphics 640,macOS,2560x1600 pixels,304.10 x 212.40 x 14.90,1.37,10.0,"₹ 112,990"
"Samsung NP800G5M-X02US Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Storm White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454904_635_samsung_np800g5m-x02us.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Intel Core i7 7th Gen 7700HQ,16GB,1TB,No,Nvidia GeForce GTX 1060,Windows 10,1920x1080 pixels,260.00 x 377.90 x 30.70,2.73,10.5,"₹ 146,875"
"Acer Switch 3 SW312-31-P4G1 Laptop (Windows 10 Home, 6GB RAM, 64GB HDD, Intel Pentium, Black, 12.2 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456776_635_acer_switch-3-sw312-31-p4g1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core 6006U,6GB,No,64GB,Intel Integrated HD Graphics 520,Windows 10 Home,1366x768 pixels,341.00 x 236.60 x 17.95,1.5,12.0,"₹ 38,178"
"Apple Macbook MK4M2HN/A Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core m5, Gold, 12.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455231_635_apple_macbook-mk4m2hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core M 5th Gen 5Y10,8GB,No,256GB,Intel Integrated HD Graphics,macOS,2304x1440 pixels,280.50 x 196.50 x 13.10,0.9,9.0,"₹ 97,500"
"Apple Macbook Air MJVE2LL/A Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core i5, Silver, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455161_635_apple_macbook-air-mjve2ll-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 5th Gen,8GB,No,256GB,Intel Integrated HD Graphics,macOS,1440x900 pixels,325.00 x 227.00 x 17.00,1.35,12.0,"₹ 92,800"
"Asus X X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454165_635_asus_x-x541na-go125t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core 7th Gen,4GB,No,No,Intel Integrated HD Graphics,Windows 10 Home,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 22,990"
"HP 15Q-BU010TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Marine Blue, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455092_635_hp_15q-bu010tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,HP,Intel Core i3 6006U,4GB,1TB,No,Intel HD Graphics 520,DOS,1366x768 pixels,60.45 x 253.80 x 38.00,2.1,4.0,"₹ 30,717"
"Apple Macbook Air MJVE2HN/A Laptop (Mac, 4GB RAM, 128GB HDD, Intel Core i5, Space Grey, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546455247_635_apple_macbook-air-mjve2hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 5th Gen 5250U,4GB,No,128GB,Intel Integrated HD Graphics,macOS,1440x900 pixels,325.00 x 227.00 x 17.00,1.35,12.0,"₹ 58,980"
"Acer Switch 3 SW312-31-P946 Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Pentium, Black, 12.2 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454573_635_acer_switch-3-sw312-31-p946.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core 6006U,4GB,No,64GB,Intel Integrated HD Graphics 520,Windows 10,1366x768 pixels,341.00 x 236.60 x 17.95,1.5,12.0,"₹ 55,770"
"Samsung NP800G5M-X02US Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Storm White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454904_635_samsung_np800g5m-x02us.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Intel Core i7 7th Gen 7700HQ,16GB,1TB,No,Nvidia GeForce GTX 1060,Windows 10,1920x1080 pixels,260.00 x 377.90 x 30.70,2.73,10.5,"₹ 146,875"
"Acer Aspire F F15-F5-571-33M2 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525203897_635_aspire-f15-f5-571-33m2.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i3 5th Gen N5005U,4GB,1TB,No,Intel Integrated HD Graphics 5500,Windows 10 Home,1366x768 pixels,381.60 x 256.00 x 24.90,2.4,5.0,"₹ 35,799"
"Asus X555LA-XX189D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i5, White, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525202010_635_x555la-xx189d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i5 4th Gen 4210,4GB,500GB,No,Intel Integrated HD Graphics 4400,DOS,1366x768 pixels,508.00 x 302.00 x 75.00,2.3,4.0,"₹ 31,999"
"Acer Aspire A515-54PF Laptop (DOS, 8GB RAM, 2000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453761_635_acer_aspire-a515-54pf.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 8th Gen 8250U,8GB,2TB,No,Nvidia GeForce MX150,DOS,1366x768 pixels,381.60 x 263.00 x 20.95,2.2,7.0,"₹ 59,000"
"Acer Aspire 6 A615-51G Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 17.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456256_635_acer_aspire-a615-51g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 8th Gen 8250U,8GB,1TB,No,Nvidia GeForce MX150,Windows 10,1920x1080 pixels,505.46 x 381.60 x 263.00,2.1,5.0,"₹ 57,200"
"MSI PS42 8RB-243IN Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Silver, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456646_635_msi_ps42-8rb-243in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,MSI,Intel Core i7 8th Gen 8550U,16GB,No,512GB,Nvidia GeForce MX150,Windows 10,1920x1080 pixels,322.00 x 222.00 x 15.90,1.19,10.0,"₹ 94,990"
"Asus X X541NA-GO008T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454129_635_asus_x-x541na-go008t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core 7th Gen,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10 Home,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 16,990"
"Asus X X541NA-GO008T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454129_635_asus_x-x541na-go008t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core 7th Gen,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10 Home,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 16,990"
"Asus X541NA-GO013T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454207_635_asus_x541na-go013t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core 7th Gen N4200,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 19,990"
"Acer Switch 3 SW312-31-P4G1 Laptop (Windows 10 Home, 6GB RAM, 64GB HDD, Intel Pentium, Black, 12.2 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456776_635_acer_switch-3-sw312-31-p4g1.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core 6006U,6GB,No,64GB,Intel Integrated HD Graphics 520,Windows 10 Home,1366x768 pixels,341.00 x 236.60 x 17.95,1.5,12.0,"₹ 38,178"
"Asus X541NA-GO013T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454207_635_asus_x541na-go013t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core 7th Gen N4200,4GB,500GB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 19,990"
"Asus A541UJ-DM069 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Aqua Blue, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453760_635_asus_a541uj-dm069.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Nvidia GeForce 920M,DOS,1920x1080 pixels,381.00 x 252.00 x 27.60,2.0,4.5,"₹ 30,990"
"Asus X X555LD-XX055H Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453442_635_asus_x-x555ld-xx055h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 4th Gen 4030,4GB,1TB,No,Nvidia GeForce 820M,Windows 8.1,1366x768 pixels,65.53 x 38.20 x 25.60,2.3,4.5,"₹ 36,999"
"I-Life Zed Book Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Gold)",https://i.gadgets360cdn.com/products/laptops/large/1546455308_635_ilife_zed-book.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iLife,Intel Atom Quad Core Z8350,2GB,No,No,Intel Integrated HD Graphics 400,Windows 10 Home,1280x800 pixels,167.00 x 251.00 x 17.00,1.06,6.0,"₹ 9,990"
"Asus XX553MA-BING-SX376B Laptop (Windows 8.1, 4GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525202016_635_xx553ma-bing-sx376b.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Quad Core 4th Gen N3540,4GB,500GB,No,Intel Integrated Graphics,Windows 8.1,1366x768 pixels,380.00 x 251.00 x 30.90,2.15,4.5,"₹ 23,500"
"Asus X X555LD-XX055H Laptop (Windows 8.1, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453442_635_asus_x-x555ld-xx055h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 4th Gen 4030,4GB,1TB,No,Nvidia GeForce 820M,Windows 8.1,1366x768 pixels,65.53 x 38.20 x 25.60,2.3,4.5,"₹ 36,999"
"Asus X X541NA-GO121T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454169_635_asus_x-x541na-go121t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core 7th Gen,4GB,No,No,Intel Integrated HD Graphics,Windows 10 Home,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 21,990"
"Acer Aspire A515-51G-55KY Laptop (Windows 10, 6GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454156_635_acer_aspire-a515-51g-55ky.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,AMD Core i5 8th Gen 8250U,6GB,1TB,No,Nvidia GeForce MX150,Windows 10,1366x768 pixels,381.60 x 263.00 x 20.95,2.2,7.0,"₹ 43,538"
"Acer Switch 3 SW312-31-P946 Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Pentium, Black, 12.2 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454573_635_acer_switch-3-sw312-31-p946.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core 6006U,4GB,No,64GB,Intel Integrated HD Graphics 520,Windows 10,1366x768 pixels,341.00 x 236.60 x 17.95,1.5,12.0,"₹ 55,770"
"Apple Macbook Air MD760HN/A Laptop (Mac, 4GB RAM, 128GB HDD, Intel Core i5, Silver, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454612_635_apple_macbook-air-md760hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 5th Gen,4GB,No,128GB,Intel Integrated HD Graphics,macOS,1440x900 pixels,325.00 x 227.00 x 17.00,1.35,12.0,"₹ 107,396"
"Acer Aspire 6 A615-51G Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 17.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456256_635_acer_aspire-a615-51g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 8th Gen 8250U,8GB,1TB,No,Nvidia GeForce MX150,Windows 10,1920x1080 pixels,505.46 x 381.60 x 263.00,2.1,5.0,"₹ 57,200"
"Reach Rcn 21 Laptop (DOS, 2GB RAM, 32GB HDD, Intel Atom, Black, 10.1 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452972_635_reach_rcn-21.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Reach,Intel Atom Quad Core 5th Gen Z3735F,2GB,No,No,Intel Integrated HD Graphics,DOS,1024x600 pixels,377.00 x 285.00 x 20.00,0.9,4.0,"₹ 7,750"
"Acer Switch 3 Pro SW312-31P-P5BE Laptop (Windows 10 Pro, 4GB RAM, 128GB HDD, Intel Pentium, Black, 12.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456253_635_acer_switch-3-pro-sw312-31p-p5be.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Pentium Dual Core 6006U,4GB,No,128GB,Intel Integrated HD Graphics 520,Windows 10 Professional,1366x768 pixels,341.00 x 236.60 x 17.95,1.5,12.0,"₹ 59,388"
"Acer Aspire A515-54PF Laptop (DOS, 8GB RAM, 2000GB HDD, Intel Core i5, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453761_635_acer_aspire-a515-54pf.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 8th Gen 8250U,8GB,2TB,No,Nvidia GeForce MX150,DOS,1366x768 pixels,381.60 x 263.00 x 20.95,2.2,7.0,"₹ 59,000"
"Reach Rcn 21 Laptop (DOS, 2GB RAM, 32GB HDD, Intel Atom, Black, 10.1 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452972_635_reach_rcn-21.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Reach,Intel Atom Quad Core 5th Gen Z3735F,2GB,No,No,Intel Integrated HD Graphics,DOS,1024x600 pixels,377.00 x 285.00 x 20.00,0.9,4.0,"₹ 7,750"
"I-Life Zed Air Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, White)",https://i.gadgets360cdn.com/products/laptops/large/1546455310_635_ilife_zed-air.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iLife,Intel Atom Quad Core Z8350,2GB,No,No,Intel Integrated HD Graphics 400,Windows 10 Home,1920x1080 pixels,350.00 x 232.00 x 16.00,1.36,8.0,"₹ 11,490"
"Acer Aspire A515-51G-55KY Laptop (Windows 10, 6GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454156_635_acer_aspire-a515-51g-55ky.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,AMD Core i5 8th Gen 8250U,6GB,1TB,No,Nvidia GeForce MX150,Windows 10,1366x768 pixels,381.60 x 263.00 x 20.95,2.2,7.0,"₹ 43,538"
"I-Life Zed Book Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Gold)",https://i.gadgets360cdn.com/products/laptops/large/1546455308_635_ilife_zed-book.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iLife,Intel Atom Quad Core Z8350,2GB,No,No,Intel Integrated HD Graphics 400,Windows 10 Home,1280x800 pixels,167.00 x 251.00 x 17.00,1.06,6.0,"₹ 9,990"
"I-Life Zed Air Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, White)",https://i.gadgets360cdn.com/products/laptops/large/1546455310_635_ilife_zed-air.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,iLife,Intel Atom Quad Core Z8350,2GB,No,No,Intel Integrated HD Graphics 400,Windows 10 Home,1920x1080 pixels,350.00 x 232.00 x 16.00,1.36,8.0,"₹ 11,490"
"Asus X X541NA-GO125 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454134_635_asus_x-x541na-go125.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core 7th Gen,4GB,No,No,Intel Integrated HD Graphics,DOS,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 23,186"
"Acer Swift 3 SF314-52-50FX Laptop (Linux, 8GB RAM, 256GB HDD, Intel Core i5, Silver, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454604_635_acer_swift-3-sf314-52-50fx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Acer,Intel Core i5 8th Gen 7200U,8GB,256GB,No,Intel Integrated HD Graphics 620,Linux,1366x768 pixels,341.00 x 236.60 x 17.95,1.5,12.0,"₹ 61,990"
"MSI PS42 8RB-243IN Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Silver, 14.0 Inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456646_635_msi_ps42-8rb-243in.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,MSI,Intel Core i7 8th Gen 8550U,16GB,No,512GB,Nvidia GeForce MX150,Windows 10,1920x1080 pixels,322.00 x 222.00 x 15.90,1.19,10.0,"₹ 94,990"
"Apple Macbook Pro MPXT2HN/A Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core i5, Space Grey, 13.3 inch)",https://i.gadgets360cdn.com/products/laptops/large/1525207631_635_macbook-pro-mpxt2hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i5 7th Gen,8GB,No,256GB,Intel Integrated Iris Plus Graphics 640,macOS,2560x1600 pixels,304.10 x 212.40 x 14.90,1.37,10.0,"₹ 115,990"
"Asus X541NA-GO017 Laptop (DOS, 4GB RAM, 500GB HDD, Intel Celeron, Grey, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454878_635_asus_x541na-go017.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Celeron Dual Core 7th Gen,4GB,500GB,No,Intel Integrated HD Graphics,DOS,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 29,999"
"Reach Rcn 22 Laptop (DOS, 2GB RAM, 32GB HDD, Intel Atom, Black, 10.1 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546452999_635_reach_rcn-22.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Reach,Intel Atom Quad Core 5th Gen Z3735F,2GB,No,No,Intel Integrated HD Graphics,DOS,1280x800 pixels,258.00 x 173.00 x 9.00,0.9,4.0,"₹ 9,499"
"Asus X541UA-DM1360D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Red, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454345_635_asus_x541ua-dm1360d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 7th Gen 7100U,4GB,1TB,No,Intel HD Graphics,DOS,1366x768 pixels,381.00 x 252.00 x 27.60,1.84,6.0,"₹ 25,990"
"Asus X541UA-DM655T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546454228_635_asus_vivobook-max-x541ua-dm655t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 7th Gen 7100U,4GB,1TB,No,Intel Integrated HD Graphics 620,Windows 10,1920x1080 pixels,381.00 x 252.00 x 27.60,1.9,4.5,"₹ 27,990"
"Asus X541NA-GO121T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Black)",https://i.gadgets360cdn.com/products/laptops/large/1546454381_635_asus_x541na-go121t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Pentium Dual Core 7th Gen,4GB,1TB,No,Intel Integrated HD Graphics,Windows 10,1366x768 pixels,381.00 x 251.00 x 27.20,2.0,3.5,"₹ 23,945"
"Asus X541UA-DM846T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Gold, 15.6 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546453759_635_asus_x541ua-dm846t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Asus,Intel Core i3 6th Gen 6006U,4GB,1TB,No,Intel Integrated HD Graphics 520,Windows 10,1366x768 pixels,381.00 x 252.00 x 27.60,1.84,6.0,"₹ 29,363"
"Apple Macbook Pro MR962HN/A Laptop (Mac, 16GB RAM, 256GB HDD, Intel Core i7, Silver, 15.4 inch)",https://i.gadgets360cdn.com/products/laptops/large/1546456032_635_apple_macbook-pro-mr962hn-a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Apple,Intel Core i7 8th Gen,16GB,No,256GB,Radeon Pro 555,macOS,2880x1800 pixels,349.30 x 240.70 x 15.50,1.83,10.0,"₹ 199,900"
